year DOY HR MN      v     d      beta     ma 
2018  75  6  0   472.7   5.69   1.69   9.1
2018  75  6  1 99999.9 999.99 999.99 999.9
2018  75  6  2 99999.9 999.99 999.99 999.9
2018  75  6  3   475.5   5.40   1.53   8.9
2018  75  6  4   475.5   5.40   1.55   8.9
2018  75  6  5   479.7   5.37   1.42   9.0
2018  75  6  6   479.7   5.37   1.45   9.1
2018  75  6  7 99999.9 999.99 999.99 999.9
2018  75  6  8 99999.9 999.99 999.99 999.9
2018  75  6  9   473.2   5.54   1.58   9.1
2018  75  6 10   474.7   5.50   1.41   8.6
2018  75  6 11   478.8   5.38   1.32   8.5
2018  75  6 12   478.8   5.15   1.24   8.3
2018  75  6 13   479.0   5.14   1.21   8.2
2018  75  6 14   480.4   5.07   1.15   8.0
2018  75  6 15   478.7   5.16   1.27   8.2
2018  75  6 16   478.7   5.15   1.29   8.3
2018  75  6 17   481.1   4.84   1.08   7.9
2018  75  6 18   481.1   4.84   1.10   8.0
2018  75  6 19   477.5   5.06   1.23   8.1
2018  75  6 20   476.6   5.26   1.37   8.6
2018  75  6 21   480.0   5.15   1.24   8.0
2018  75  6 22   481.9   5.02   1.21   7.9
2018  75  6 23   481.9   4.63   1.03   7.7
2018  75  6 24   481.9   4.63   1.11   8.0
2018  75  6 25 99999.9 999.99 999.99 999.9
2018  75  6 26 99999.9 999.99 999.99 999.9
2018  75  6 27 99999.9 999.99 999.99 999.9
2018  75  6 28   472.9   5.37   1.37   8.3
2018  75  6 29   472.9   5.37   1.37   8.3
2018  75  6 30 99999.9 999.99 999.99 999.9
2018  75  6 31 99999.9 999.99 999.99 999.9
2018  75  6 32   481.0   5.00   1.30   8.6
2018  75  6 33   481.0   5.00   1.25   8.5
2018  75  6 34   482.1   4.37   0.95   7.6
2018  75  6 35   482.1   4.37   1.02   7.8
2018  75  6 36   479.4   4.66   1.16   8.2
2018  75  6 37   479.4   4.66   1.20   8.3
2018  75  6 38 99999.9 999.99 999.99 999.9
2018  75  6 39   479.3   4.70   1.23   8.0
2018  75  6 40   479.3   4.70   1.22   7.9
2018  75  6 41   473.5   4.93   1.30   8.1
2018  75  6 42   473.2   4.79   1.24   8.0
2018  75  6 43   470.7   4.86   1.35   8.3
2018  75  6 44   465.2   5.16   1.54   8.7
2018  75  6 45   469.2   4.89   1.47   8.4
2018  75  6 46   469.4   4.87   1.47   8.4
2018  75  6 47 99999.9 999.99 999.99 999.9
2018  75  6 48   470.1   5.03   1.52   9.1
2018  75  6 49   470.2   5.03   1.60   9.3
2018  75  6 50   486.2   4.85   1.37   8.7
2018  75  6 51   488.8   4.78   1.38   8.8
2018  75  6 52   484.7   5.03   1.53   8.9
2018  75  6 53   477.8   5.35   1.78   9.2
2018  75  6 54   492.1   4.64   1.25   8.5
2018  75  6 55   486.2   4.75   1.50   9.2
2018  75  6 56   486.2   4.75   1.44   9.0
2018  75  6 57   480.7   5.29   1.73   9.3
2018  75  6 58   480.7   5.29   1.71   9.2
2018  75  6 59   476.0   5.03   1.49   8.6
2018  75  7  0   477.8   5.03   1.55   8.8
2018  75  7  1   483.0   5.05   1.31   8.3
2018  75  7  2   484.0   4.66   1.25   8.3
2018  75  7  3   490.0   4.59   1.15   8.2
2018  75  7  4   498.0   4.51   1.06   8.3
2018  75  7  5   491.7   4.76   1.08   8.3
2018  75  7  6   489.8   4.74   1.07   7.9
2018  75  7  7   489.6   4.74   1.09   7.9
2018  75  7  8   490.0   4.94   1.08   8.1
2018  75  7  9   490.0   4.94   1.07   8.1
2018  75  7 10   491.4   5.09   1.24   8.0
2018  75  7 11   490.5   5.05   1.19   7.9
2018  75  7 12   488.0   4.94   1.15   8.0
2018  75  7 13   488.7   4.88   1.33   8.3
2018  75  7 14   488.6   4.89   1.34   8.3
2018  75  7 15   481.9   5.18   1.42   8.4
2018  75  7 16   488.3   4.90   1.15   8.1
2018  75  7 17   488.4   4.92   1.19   8.1
2018  75  7 18   486.6   5.03   1.29   8.1
2018  75  7 19   486.6   5.03   1.28   8.0
2018  75  7 20   488.7   4.61   1.04   7.6
2018  75  7 21   488.8   4.60   1.02   7.5
2018  75  7 22   490.3   4.41   0.93   7.4
2018  75  7 23   491.0   4.56   1.02   7.6
2018  75  7 24   494.6   4.84   1.09   7.8
2018  75  7 25   494.2   4.67   0.98   7.5
2018  75  7 26   493.5   4.57   0.94   7.4
2018  75  7 27   486.1   4.73   0.94   7.4
2018  75  7 28   486.1   4.73   0.95   7.5
2018  75  7 29   486.1   4.73   0.94   7.4
2018  75  7 30   476.2   5.44   1.38   7.8
2018  75  7 31   476.2   5.44   1.37   7.8
2018  75  7 32   485.6   4.68   1.05   7.4
2018  75  7 33   486.4   4.75   1.02   7.5
2018  75  7 34   487.9   4.90   0.99   7.8
2018  75  7 35   491.3   4.77   1.02   7.7
2018  75  7 36   490.0   4.82   1.06   7.7
2018  75  7 37   484.5   5.02   1.23   7.9
2018  75  7 38 99999.9 999.99 999.99 999.9
2018  75  7 39   481.1   5.17   1.14   7.7
2018  75  7 40   481.1   5.17   1.17   7.8
2018  75  7 41   480.2   5.13   1.21   7.8
2018  75  7 42   474.2   5.23   1.36   7.8
2018  75  7 43   473.6   5.20   1.29   7.6
2018  75  7 44   478.8   4.63   0.98   7.3
2018  75  7 45   477.0   4.52   1.12   7.2
2018  75  7 46   476.2   5.05   1.15   7.4
2018  75  7 47   479.7   5.37   1.15   7.5
2018  75  7 48   482.2   4.83   0.86   7.1
2018  75  7 49   478.2   4.80   0.93   7.1
2018  75  7 50   477.4   4.79   0.93   7.0
2018  75  7 51   477.7   5.04   0.92   7.1
2018  75  7 52   478.2   5.09   0.96   7.3
2018  75  7 53   481.6   5.41   1.09   7.7
2018  75  7 54   481.6   5.41   1.08   7.6
2018  75  7 55   484.9   5.33   1.06   7.6
2018  75  7 56   484.9   5.33   1.06   7.6
2018  75  7 57   484.1   5.26   1.07   7.5
2018  75  7 58   484.1   5.26   1.07   7.5
2018  75  7 59   480.2   5.12   1.07   7.3
2018  75  8  0   480.2   5.12   1.08   7.4
2018  75  8  1   475.5   5.30   1.10   7.5
2018  75  8  2   473.9   5.36   1.13   7.5
2018  75  8  3   472.2   5.40   1.13   7.7
2018  75  8  4   472.0   5.40   1.09   7.6
2018  75  8  5   467.9   5.94   1.49   7.9
2018  75  8  6   469.2   5.81   1.40   7.7
2018  75  8  7   476.5   5.16   1.08   7.5
2018  75  8  8   473.9   5.18   0.96   7.3
2018  75  8  9   473.0   5.25   1.03   7.4
2018  75  8 10   469.7   5.54   1.31   7.6
2018  75  8 11   473.7   5.15   1.12   7.4
2018  75  8 12   473.8   5.14   1.13   7.4
2018  75  8 13   473.8   5.14   1.16   7.5
2018  75  8 14   469.4   5.46   1.31   7.7
2018  75  8 15   469.4   5.46   1.30   7.7
2018  75  8 16   469.5   5.19   1.17   7.5
2018  75  8 17   469.5   5.19   1.17   7.5
2018  75  8 18 99999.9 999.99 999.99 999.9
2018  75  8 19   472.7   4.75   1.05   7.1
2018  75  8 20   470.1   5.03   1.11   7.3
2018  75  8 21   472.2   4.85   0.99   7.2
2018  75  8 22   472.2   4.83   0.99   7.3
2018  75  8 23   468.3   5.14   1.13   7.4
2018  75  8 24   468.3   5.14   1.13   7.4
2018  75  8 25   467.1   5.57   1.20   7.7
2018  75  8 26   469.6   5.52   1.23   7.8
2018  75  8 27   472.0   5.44   1.21   7.8
2018  75  8 28   474.0   5.14   1.10   7.6
2018  75  8 29   470.3   5.14   1.11   7.6
2018  75  8 30   472.4   5.27   1.21   7.8
2018  75  8 31   474.3   5.38   1.26   7.9
2018  75  8 32 99999.9 999.99 999.99 999.9
2018  75  8 33   466.9   5.12   1.22   7.7
